sample_id,state,district,crop,season,soil_type,rainfall_mm,temperature_c,humidity_percent,soil_moisture_percent,nitrogen,phosphorus,potassium,ph,ndvi,evi,latitude,longitude,area_hectare,yield_ton_per_hectare,crop_health_status
AGRI-1153,Maharashtra,D3,Maize,Rabi,Silty,685.61,28.85,76.34,42.44,65.66,12.38,51.57,5.64,0.837,0.687,14.07276,87.68523,1.17,8.2,Healthy
AGRI-1154,Haryana,D1,Soybean,Zaid,Clay,535.75,20.96,58.26,22.68,36.4,84.68,106.02,8.14,0.788,0.608,9.01107,78.8458,4.08,6.52,Moderate
AGRI-1155,Madhya Pradesh,D1,Rice,Zaid,Black Soil,856.74,32.93,63.44,24.75,125.36,52.14,23.92,7.61,0.788,0.373,9.74266,81.24831,0.97,9.72,Healthy
AGRI-1156,Punjab,D1,Cotton,Zaid,Clay,687.8,18.17,55.35,44.61,64.47,53.03,150.45,5.37,0.225,0.565,13.8412,73.5764,5.23,3.97,Poor
AGRI-1157,Haryana,D3,Soybean,Zaid,Loam,388.68,21.37,75.74,44.43,116.29,72.46,93.22,8.44,0.772,0.216,8.4687,74.43594,1.09,7.34,Healthy
AGRI-1158,Punjab,D3,Cotton,Zaid,Alluvial,705.46,29.62,78.13,47.15,40.83,35.18,26.05,7.56,0.605,0.437,13.88985,74.70924,1.82,4.55,Healthy
AGRI-1159,Maharashtra,D4,Sugarcane,Kharif,Silty,948.52,32.29,76.98,44.47,80.27,48.55,67.95,7.98,0.446,0.145,23.71943,81.97471,2.44,10.34,Moderate
AGRI-1160,Maharashtra,D2,Maize,Kharif,Alluvial,956.88,36.33,74.74,16.59,22.64,87.49,30.76,5.17,0.22,0.309,9.46657,77.47412,6.12,4.72,Poor
AGRI-1161,Madhya Pradesh,D4,Rice,Rabi,Clay,742.21,32.11,46.25,41.65,104.06,63.77,75.01,6.77,0.654,0.236,18.48168,78.35367,1.73,10.06,Healthy
AGRI-1162,Karnataka,D2,Cotton,Kharif,Black Soil,842.03,31.44,53.59,26.75,83.9,22.3,113.79,7.45,0.41,0.531,29.91461,79.84006,6.85,5.44,Moderate
AGRI-1163,Haryana,D3,Wheat,Kharif,Loam,1412.07,25.89,60.84,47.67,88.81,20.66,85.78,6.9,0.507,0.394,26.99084,83.37623,1.49,8.65,Healthy
AGRI-1164,Tamil Nadu,D3,Cotton,Kharif,Loam,765.08,18.03,53.19,29.0,25.69,26.34,73.72,7.33,0.657,0.551,15.3305,69.80739,0.76,4.57,Moderate
AGRI-1165,Karnataka,D4,Wheat,Zaid,Alluvial,634.05,20.4,76.52,31.94,43.21,71.34,36.68,7.86,0.818,0.409,30.19533,83.53748,3.46,7.01,Moderate
AGRI-1166,Haryana,D5,Soybean,Rabi,Black Soil,617.81,28.69,53.11,31.07,28.18,33.63,54.29,6.31,0.758,0.152,15.91152,79.2647,7.85,6.81,Healthy
AGRI-1167,Karnataka,D4,Rice,Rabi,Black Soil,853.54,31.5,42.6,23.58,51.78,11.71,34.02,7.97,0.495,0.541,9.74037,81.38191,1.33,6.5,Poor
AGRI-1168,Tamil Nadu,D2,Cotton,Rabi,Clay,1185.47,26.35,56.95,14.7,89.02,85.53,133.05,5.57,0.451,0.6,31.85734,74.55104,1.26,5.34,Poor
AGRI-1169,Uttar Pradesh,D4,Cotton,Rabi,Alluvial,576.59,32.61,88.9,44.24,82.28,23.58,38.93,5.95,0.348,0.642,28.88054,76.18774,6.13,4.65,Moderate
AGRI-1170,Uttar Pradesh,D1,Rice,Kharif,Alluvial,1130.23,28.44,47.42,40.9,87.34,10.76,103.35,5.15,0.441,0.443,19.18239,72.62332,2.84,8.49,Moderate
AGRI-1171,Madhya Pradesh,D2,Cotton,Kharif,Sandy,373.26,19.48,68.67,17.02,80.42,28.97,67.98,6.28,0.258,0.552,23.99304,87.586,5.88,3.51,Poor
AGRI-1172,Uttar Pradesh,D2,Wheat,Zaid,Alluvial,810.83,21.84,58.81,39.96,50.03,28.8,51.64,6.33,0.86,0.551,24.10947,77.94006,2.0,7.58,Healthy
AGRI-1173,Uttar Pradesh,D5,Cotton,Rabi,Loam,1203.45,34.8,38.91,34.53,46.9,43.76,109.53,7.82,0.582,0.193,12.66757,87.92154,3.95,5.42,Moderate
AGRI-1174,Rajasthan,D3,Maize,Kharif,Clay,722.61,32.5,61.83,26.73,35.08,83.63,83.98,7.29,0.269,0.199,12.80117,77.79572,2.49,5.54,Poor
AGRI-1175,Punjab,D2,Soybean,Kharif,Black Soil,970.11,35.9,73.62,21.14,113.4,80.33,76.02,6.53,0.427,0.143,19.26994,72.39503,3.89,5.56,Moderate
AGRI-1176,Rajasthan,D3,Sugarcane,Zaid,Alluvial,575.48,20.35,63.23,42.95,87.81,46.55,103.0,7.28,0.563,0.292,29.87776,78.14905,6.27,9.66,Moderate
AGRI-1177,Rajasthan,D4,Wheat,Zaid,Clay,1166.19,37.8,82.97,37.21,40.52,42.87,88.78,5.18,0.553,0.384,8.23985,68.79191,6.22,7.17,Poor
AGRI-1178,Madhya Pradesh,D1,Maize,Zaid,Alluvial,407.51,22.19,50.89,31.72,39.49,54.4,62.49,5.63,0.205,0.699,26.78014,86.0954,4.37,4.19,Poor
AGRI-1179,Rajasthan,D5,Soybean,Kharif,Black Soil,1287.8,18.24,39.74,33.94,116.03,29.48,98.27,7.19,0.846,0.359,9.38064,84.37101,7.46,7.96,Healthy
AGRI-1180,Uttar Pradesh,D3,Rice,Kharif,Silty,568.02,37.95,86.51,15.28,101.7,14.17,113.73,7.24,0.373,0.536,19.47733,82.51641,2.48,5.96,Poor
AGRI-1181,Tamil Nadu,D2,Wheat,Zaid,Black Soil,1311.84,23.62,55.8,29.06,92.53,85.14,23.74,7.71,0.191,0.516,23.30895,80.19653,2.3,6.28,Poor
AGRI-1182,Madhya Pradesh,D3,Sugarcane,Rabi,Black Soil,737.78,31.36,66.7,18.97,64.76,24.94,85.22,6.41,0.234,0.223,24.48222,79.59668,5.1,7.57,Poor
AGRI-1183,Madhya Pradesh,D2,Soybean,Zaid,Black Soil,1144.95,21.53,78.56,19.5,48.82,25.87,28.08,7.53,0.586,0.135,9.4035,87.93456,5.16,5.89,Moderate
AGRI-1184,Maharashtra,D3,Sugarcane,Zaid,Alluvial,701.15,29.6,52.84,35.81,127.74,47.8,46.1,7.39,0.276,0.428,18.04649,73.55995,0.85,8.27,Moderate
AGRI-1185,Madhya Pradesh,D2,Rice,Zaid,Sandy,1346.5,36.08,74.39,44.81,107.7,49.33,98.47,8.37,0.209,0.52,22.01209,83.59369,5.06,7.39,Poor
AGRI-1186,Maharashtra,D4,Rice,Zaid,Black Soil,489.3,24.4,42.45,26.54,53.2,11.47,141.27,5.75,0.446,0.699,9.58509,79.6281,3.31,6.74,Poor
AGRI-1187,Madhya Pradesh,D2,Wheat,Kharif,Loam,546.37,31.41,51.02,19.48,113.23,21.84,143.59,6.93,0.616,0.315,11.24227,87.51761,6.11,7.46,Moderate
AGRI-1188,Punjab,D2,Cotton,Rabi,Loam,892.33,21.76,42.96,35.35,103.48,40.25,29.79,7.11,0.258,0.638,23.92758,84.55606,6.56,5.03,Poor
AGRI-1189,Uttar Pradesh,D1,Rice,Zaid,Clay,440.13,30.5,79.62,43.36,52.68,64.7,78.67,8.5,0.399,0.329,20.51932,87.9705,4.64,7.11,Moderate
AGRI-1190,Madhya Pradesh,D2,Soybean,Rabi,Sandy,565.58,24.73,47.25,38.94,66.92,28.27,101.62,5.7,0.472,0.514,11.88389,79.7665,0.51,5.74,Moderate
AGRI-1191,Uttar Pradesh,D1,Cotton,Rabi,Clay,1388.14,22.22,74.46,43.28,40.45,43.84,40.59,6.83,0.292,0.459,20.84574,72.09088,5.27,4.05,Moderate
AGRI-1192,Uttar Pradesh,D5,Maize,Rabi,Loam,1424.14,24.26,86.88,31.32,32.22,54.59,127.16,6.21,0.534,0.132,29.90462,78.07374,6.12,8.01,Moderate
AGRI-1193,Karnataka,D1,Sugarcane,Zaid,Loam,763.89,21.58,64.03,39.07,99.5,81.09,124.19,6.84,0.24,0.147,8.3741,82.22222,2.37,8.97,Moderate
AGRI-1194,Madhya Pradesh,D4,Cotton,Kharif,Silty,1365.61,36.04,64.7,17.04,49.43,36.09,146.47,5.81,0.213,0.112,23.42321,83.48721,3.98,4.11,Poor
AGRI-1195,Haryana,D1,Sugarcane,Zaid,Black Soil,949.31,25.94,60.36,24.54,110.21,20.68,21.19,5.17,0.544,0.323,9.76761,68.0102,7.74,9.65,Moderate
AGRI-1196,Karnataka,D5,Cotton,Rabi,Loam,646.72,22.91,52.92,26.02,129.52,49.14,50.34,7.0,0.354,0.547,8.15479,78.10054,2.74,4.52,Moderate
AGRI-1197,Haryana,D4,Maize,Rabi,Alluvial,1122.64,26.97,61.16,30.41,28.43,69.74,135.81,6.18,0.247,0.204,11.61571,72.70469,2.17,5.98,Poor
AGRI-1198,Uttar Pradesh,D3,Rice,Kharif,Alluvial,1074.79,24.41,68.15,45.45,72.03,18.79,113.88,5.64,0.477,0.464,18.14976,85.49824,2.08,8.41,Moderate
AGRI-1199,Uttar Pradesh,D3,Maize,Zaid,Clay,1438.04,32.89,89.23,43.47,108.23,43.97,145.21,6.13,0.821,0.273,27.25626,71.05811,4.69,10.15,Healthy
AGRI-1200,Karnataka,D1,Rice,Rabi,Clay,641.55,37.42,86.58,16.84,106.78,11.42,28.01,5.17,0.687,0.578,14.76285,81.32912,7.62,6.2,Moderate
AGRI-1201,Karnataka,D1,Rice,Kharif,Black Soil,1089.27,26.76,82.42,18.22,103.6,12.68,103.57,8.33,0.751,0.579,23.01616,73.32124,5.07,9.06,Healthy
AGRI-1202,Haryana,D5,Sugarcane,Rabi,Black Soil,407.23,35.22,83.9,24.88,58.39,48.64,99.67,7.03,0.79,0.565,17.86776,75.13084,2.77,9.67,Moderate
AGRI-1203,Maharashtra,D5,Soybean,Kharif,Silty,475.01,29.32,60.73,22.47,69.92,33.86,24.99,7.85,0.861,0.415,13.62396,86.81119,5.29,7.12,Healthy
AGRI-1204,Haryana,D2,Maize,Kharif,Sandy,354.31,21.14,71.16,34.13,85.45,77.61,91.89,6.48,0.714,0.271,20.34193,72.80896,5.19,7.7,Healthy
AGRI-1205,Karnataka,D5,Cotton,Zaid,Clay,1449.41,31.81,84.23,44.5,127.13,58.17,105.33,8.16,0.606,0.586,27.13915,69.90006,4.98,6.12,Healthy
AGRI-1206,Tamil Nadu,D2,Maize,Rabi,Black Soil,1232.5,28.27,56.61,46.64,56.03,46.31,46.78,6.69,0.436,0.212,27.97982,69.3857,1.7,7.33,Moderate
AGRI-1207,Karnataka,D4,Sugarcane,Zaid,Clay,1215.4,31.01,87.9,35.53,121.55,42.63,58.27,7.01,0.307,0.274,28.31647,78.0923,5.26,10.06,Moderate
AGRI-1208,Tamil Nadu,D1,Rice,Rabi,Black Soil,910.7,35.79,57.87,42.17,49.63,49.78,109.65,6.72,0.661,0.21,16.12539,80.83423,3.73,10.03,Moderate
AGRI-1209,Punjab,D4,Sugarcane,Zaid,Loam,680.07,26.81,68.06,30.91,128.8,13.24,85.56,7.57,0.876,0.505,27.04295,74.54587,0.64,12.19,Healthy
AGRI-1210,Karnataka,D5,Wheat,Rabi,Clay,516.39,36.02,74.04,19.5,93.73,81.42,140.12,6.98,0.507,0.512,13.09228,81.80519,4.55,6.07,Moderate
AGRI-1211,Punjab,D4,Wheat,Zaid,Loam,663.14,33.01,87.28,30.89,70.99,89.86,67.93,5.95,0.687,0.492,25.7222,69.22067,7.92,7.74,Moderate
AGRI-1212,Maharashtra,D4,Cotton,Kharif,Clay,763.57,27.77,48.45,31.98,87.47,24.52,57.33,5.51,0.527,0.349,30.76123,85.14669,3.12,5.29,Moderate
AGRI-1213,Haryana,D4,Sugarcane,Rabi,Sandy,1181.94,30.06,76.04,38.73,49.98,19.63,157.88,7.12,0.482,0.16,8.32985,84.33134,7.74,10.56,Moderate
AGRI-1214,Tamil Nadu,D5,Cotton,Rabi,Silty,943.63,24.51,63.64,19.92,50.16,21.49,147.56,6.71,0.467,0.647,18.56873,87.70993,1.22,5.36,Moderate
AGRI-1215,Haryana,D4,Cotton,Kharif,Alluvial,435.23,37.67,49.77,25.26,32.49,62.88,24.06,5.34,0.533,0.405,23.5465,86.7301,5.99,4.03,Poor
AGRI-1216,Punjab,D2,Wheat,Zaid,Alluvial,369.83,31.35,77.71,25.1,32.55,62.92,127.9,6.38,0.437,0.344,24.84262,75.12394,1.36,6.09,Moderate
AGRI-1217,Tamil Nadu,D5,Cotton,Rabi,Alluvial,462.57,18.88,65.37,46.54,58.24,77.83,35.45,6.8,0.704,0.453,12.22611,75.98551,2.55,6.51,Healthy
AGRI-1218,Haryana,D4,Wheat,Rabi,Loam,801.55,24.53,71.35,27.98,103.91,70.15,23.85,7.89,0.792,0.216,31.3324,82.9193,4.78,8.26,Healthy
AGRI-1219,Karnataka,D5,Rice,Zaid,Black Soil,1376.51,30.47,52.76,39.18,86.88,45.98,58.32,5.27,0.798,0.18,22.76637,70.68166,4.95,9.95,Healthy
AGRI-1220,Uttar Pradesh,D3,Sugarcane,Kharif,Alluvial,1051.14,19.13,61.47,39.03,31.28,59.03,57.71,6.22,0.339,0.343,11.94417,74.28029,6.31,8.34,Poor
AGRI-1221,Punjab,D2,Cotton,Zaid,Sandy,1232.01,18.48,68.95,21.56,113.75,65.06,134.7,7.88,0.807,0.236,8.49254,70.37082,5.11,6.01,Moderate
AGRI-1222,Haryana,D4,Wheat,Zaid,Alluvial,863.01,27.0,57.27,32.59,86.15,51.02,119.49,7.27,0.419,0.247,26.79834,77.09773,4.95,6.89,Moderate
AGRI-1223,Punjab,D3,Maize,Zaid,Clay,747.83,24.65,45.91,44.19,125.69,48.05,157.43,6.01,0.397,0.636,9.91291,79.04009,7.34,7.06,Moderate
AGRI-1224,Rajasthan,D3,Cotton,Rabi,Loam,469.24,26.77,87.89,29.11,93.72,61.61,119.61,7.96,0.689,0.418,11.38522,72.22321,3.89,5.41,Healthy
AGRI-1225,Punjab,D5,Soybean,Kharif,Clay,1313.53,23.25,63.13,46.02,39.27,54.6,78.56,6.73,0.393,0.39,21.79592,68.53263,2.19,6.88,Moderate
AGRI-1226,Tamil Nadu,D3,Rice,Kharif,Clay,1211.48,21.29,75.37,19.72,72.12,61.52,117.85,6.74,0.217,0.514,22.48413,82.38712,1.71,6.93,Poor
AGRI-1227,Rajasthan,D2,Rice,Zaid,Clay,534.93,31.78,57.61,14.67,91.33,59.03,159.92,8.42,0.442,0.671,24.48529,68.4001,3.5,7.29,Poor
AGRI-1228,Madhya Pradesh,D2,Maize,Rabi,Silty,913.49,28.29,54.53,44.09,23.11,67.54,119.42,8.31,0.685,0.167,17.44434,87.46805,5.85,7.98,Moderate
AGRI-1229,Tamil Nadu,D1,Wheat,Zaid,Silty,886.11,22.0,57.39,42.52,21.64,61.42,126.64,6.25,0.409,0.6,26.57357,72.43215,0.82,6.65,Moderate
AGRI-1230,Uttar Pradesh,D2,Cotton,Rabi,Black Soil,1037.6,24.39,57.51,47.73,34.23,51.58,151.37,5.49,0.621,0.45,31.38461,81.278,1.47,6.61,Moderate
AGRI-1231,Rajasthan,D3,Wheat,Rabi,Loam,1390.81,29.84,64.93,36.46,47.68,64.54,35.91,6.14,0.642,0.188,14.50628,76.69503,1.3,8.03,Moderate
AGRI-1232,Madhya Pradesh,D2,Rice,Rabi,Sandy,987.75,19.44,64.89,45.72,67.25,45.96,118.67,5.11,0.694,0.278,24.87269,69.19348,4.89,9.24,Moderate
AGRI-1233,Karnataka,D5,Wheat,Rabi,Sandy,944.24,20.95,62.34,41.77,73.62,29.33,139.11,5.07,0.808,0.389,30.28325,77.44367,2.32,8.26,Healthy
AGRI-1234,Punjab,D1,Rice,Kharif,Sandy,405.36,19.46,42.41,42.4,35.18,10.11,153.61,6.38,0.483,0.515,24.47088,78.33521,1.75,7.83,Moderate
AGRI-1235,Haryana,D3,Wheat,Rabi,Clay,419.2,34.25,62.28,32.49,94.07,54.8,49.54,8.29,0.297,0.246,24.34663,85.09366,4.95,5.24,Poor
AGRI-1236,Maharashtra,D1,Maize,Rabi,Silty,556.08,33.05,44.3,25.77,85.58,57.25,90.55,8.05,0.403,0.421,13.37054,82.64698,6.21,5.92,Poor
AGRI-1237,Punjab,D3,Sugarcane,Zaid,Loam,385.72,33.07,41.94,45.64,52.39,87.76,115.28,6.79,0.483,0.511,20.84312,69.58605,2.99,9.27,Moderate
AGRI-1238,Madhya Pradesh,D5,Maize,Zaid,Clay,1167.69,32.33,86.3,27.56,21.5,38.92,54.65,6.98,0.68,0.369,21.50055,72.18325,4.84,7.43,Moderate
AGRI-1239,Punjab,D1,Maize,Kharif,Silty,1145.66,31.39,68.27,31.4,28.54,41.53,104.07,5.02,0.189,0.618,24.80311,74.23775,1.24,5.36,Poor
AGRI-1240,Uttar Pradesh,D4,Sugarcane,Zaid,Silty,499.66,27.54,71.27,28.06,63.09,26.14,56.06,5.75,0.401,0.622,31.92371,70.32815,7.51,7.22,Moderate
AGRI-1241,Karnataka,D3,Sugarcane,Rabi,Alluvial,1269.69,30.85,57.1,32.33,36.94,15.64,66.68,5.09,0.726,0.382,8.80745,77.13798,3.03,10.42,Moderate
AGRI-1242,Maharashtra,D4,Cotton,Zaid,Alluvial,520.26,18.77,84.99,28.94,61.45,71.82,81.81,7.64,0.65,0.684,9.56558,87.68618,7.98,5.2,Moderate
AGRI-1243,Rajasthan,D1,Cotton,Kharif,Loam,681.29,30.43,70.09,13.73,89.1,29.97,94.09,5.51,0.692,0.145,9.8708,78.29226,7.84,5.16,Moderate
AGRI-1244,Rajasthan,D4,Maize,Zaid,Loam,623.87,33.56,77.3,43.75,80.2,58.71,82.91,8.04,0.748,0.102,25.8315,82.83764,6.34,8.32,Healthy
AGRI-1245,Rajasthan,D4,Maize,Zaid,Loam,759.54,28.01,55.27,28.0,45.43,65.02,89.05,7.25,0.728,0.328,11.27249,81.65876,0.65,7.03,Healthy
AGRI-1246,Madhya Pradesh,D1,Rice,Kharif,Clay,630.13,25.15,87.8,33.2,57.82,47.7,61.8,5.8,0.658,0.461,22.93884,84.99823,4.58,8.3,Healthy
AGRI-1247,Tamil Nadu,D5,Rice,Kharif,Black Soil,887.85,23.55,80.13,17.01,87.54,80.11,42.26,5.55,0.488,0.478,15.79205,72.31447,1.15,7.2,Moderate
AGRI-1248,Tamil Nadu,D4,Cotton,Rabi,Loam,798.15,30.86,81.97,12.12,114.69,45.5,26.63,7.2,0.869,0.386,18.97568,83.07653,7.21,6.62,Healthy
AGRI-1249,Haryana,D4,Soybean,Zaid,Alluvial,1435.23,31.86,44.47,20.83,102.85,32.79,47.44,8.15,0.578,0.175,13.17592,85.6271,6.42,5.95,Moderate
AGRI-1250,Maharashtra,D5,Soybean,Rabi,Black Soil,411.52,35.42,49.9,37.37,80.87,81.68,101.47,7.51,0.322,0.202,28.78656,71.4302,7.79,4.19,Poor
AGRI-1251,Rajasthan,D4,Cotton,Zaid,Clay,506.4,24.85,50.71,15.57,59.85,78.93,130.06,6.22,0.385,0.611,22.06761,74.93604,5.06,4.66,Poor
AGRI-1252,Tamil Nadu,D4,Rice,Zaid,Black Soil,408.11,33.4,49.9,44.72,60.16,23.12,43.69,7.06,0.665,0.621,30.66952,87.40204,4.42,8.2,Moderate
AGRI-1253,Madhya Pradesh,D4,Rice,Rabi,Sandy,1038.43,29.23,82.05,19.74,116.74,12.08,35.2,6.09,0.827,0.504,21.79031,83.61576,4.39,10.22,Healthy
AGRI-1254,Haryana,D2,Soybean,Zaid,Black Soil,409.96,35.66,36.75,19.37,24.32,17.2,124.9,8.5,0.305,0.499,10.97379,73.65182,3.4,3.83,Poor
AGRI-1255,Karnataka,D5,Wheat,Zaid,Loam,1270.08,28.56,39.19,18.53,128.68,32.92,62.72,7.62,0.238,0.459,12.10089,79.27884,4.02,6.43,Poor
AGRI-1256,Haryana,D4,Wheat,Zaid,Clay,913.13,28.35,50.07,12.5,93.08,87.78,153.21,7.15,0.797,0.222,31.73778,76.08652,5.27,8.15,Moderate
AGRI-1257,Tamil Nadu,D5,Rice,Kharif,Loam,929.71,29.56,45.99,39.78,94.93,54.68,120.0,6.48,0.821,0.357,25.41356,77.7993,7.5,10.36,Healthy
AGRI-1258,Uttar Pradesh,D3,Wheat,Rabi,Alluvial,967.75,32.99,47.75,43.5,24.18,39.86,65.75,7.16,0.373,0.518,9.18269,75.10332,4.97,5.54,Moderate
AGRI-1259,Madhya Pradesh,D3,Sugarcane,Kharif,Sandy,537.9,37.29,78.89,34.11,86.61,81.1,60.54,6.2,0.444,0.422,24.89074,73.58662,6.93,8.39,Moderate
AGRI-1260,Uttar Pradesh,D4,Cotton,Rabi,Alluvial,567.46,19.47,65.97,18.78,73.33,46.25,93.32,5.1,0.642,0.111,17.89215,81.49526,6.97,4.49,Poor
AGRI-1261,Rajasthan,D5,Cotton,Rabi,Loam,700.7,19.07,35.32,22.27,31.64,35.22,31.08,6.38,0.411,0.672,15.373,83.57084,4.39,3.81,Poor
AGRI-1262,Uttar Pradesh,D5,Rice,Zaid,Loam,1002.85,36.75,58.61,29.13,50.57,85.3,36.47,8.26,0.794,0.607,11.69746,85.47914,3.11,8.83,Moderate
AGRI-1263,Rajasthan,D5,Maize,Rabi,Loam,581.13,28.6,57.43,46.36,117.93,77.96,44.62,7.19,0.255,0.256,28.15769,71.1066,5.3,7.38,Moderate
AGRI-1264,Rajasthan,D2,Soybean,Kharif,Silty,477.96,30.3,41.27,20.9,80.5,77.49,128.46,5.29,0.207,0.47,9.53219,84.45711,3.84,4.66,Poor
AGRI-1265,Tamil Nadu,D3,Rice,Kharif,Sandy,1417.13,27.65,72.19,38.34,65.48,50.98,91.94,8.1,0.326,0.654,14.95605,73.09602,1.11,8.38,Moderate
AGRI-1266,Uttar Pradesh,D5,Wheat,Kharif,Loam,374.18,19.87,73.62,27.82,28.0,73.16,21.48,5.94,0.38,0.158,15.35319,76.54673,3.33,4.25,Poor
AGRI-1267,Rajasthan,D5,Soybean,Rabi,Loam,1232.97,33.36,74.65,22.72,98.55,24.35,114.29,5.85,0.259,0.402,11.86173,86.02887,7.96,5.18,Poor
AGRI-1268,Maharashtra,D2,Maize,Kharif,Alluvial,1216.84,32.94,75.07,28.41,97.31,55.86,79.32,6.04,0.226,0.374,20.19644,77.09007,0.86,6.32,Poor
AGRI-1269,Karnataka,D2,Wheat,Rabi,Alluvial,676.94,24.23,35.0,14.56,87.54,88.71,91.52,7.02,0.709,0.346,8.28086,71.94127,5.73,7.99,Moderate
AGRI-1270,Haryana,D5,Sugarcane,Kharif,Loam,499.19,24.12,87.47,40.75,76.13,33.28,49.98,6.91,0.295,0.601,15.22341,71.19737,6.81,7.7,Moderate
AGRI-1271,Haryana,D1,Wheat,Kharif,Clay,510.19,34.76,79.78,20.76,67.72,73.55,97.25,6.72,0.82,0.328,30.40711,77.45968,5.37,7.53,Moderate
AGRI-1272,Tamil Nadu,D5,Sugarcane,Rabi,Silty,1117.17,19.45,84.72,38.11,85.26,49.24,157.08,7.51,0.438,0.138,15.45271,83.25345,4.77,10.08,Moderate
AGRI-1273,Uttar Pradesh,D5,Soybean,Kharif,Alluvial,1057.09,35.62,35.86,14.46,45.67,13.18,30.28,6.11,0.649,0.14,16.65103,87.9441,5.81,5.16,Poor
AGRI-1274,Uttar Pradesh,D2,Sugarcane,Zaid,Clay,1211.02,23.13,86.36,46.38,123.54,71.04,59.75,7.74,0.338,0.126,19.35596,83.74817,3.72,10.19,Moderate
AGRI-1275,Rajasthan,D2,Soybean,Rabi,Silty,1381.23,29.86,79.54,18.95,84.77,23.49,54.02,5.61,0.348,0.345,21.48064,85.54024,1.19,4.44,Poor
AGRI-1276,Madhya Pradesh,D5,Soybean,Rabi,Loam,1111.12,36.72,81.05,43.78,54.23,60.52,54.8,7.74,0.582,0.531,27.40901,82.95665,7.72,5.94,Moderate
AGRI-1277,Punjab,D5,Soybean,Rabi,Sandy,521.44,31.56,40.13,41.14,69.46,16.85,73.02,7.32,0.572,0.222,12.56771,85.9087,3.74,6.09,Moderate
AGRI-1278,Rajasthan,D5,Soybean,Zaid,Black Soil,617.79,26.29,75.63,46.84,108.63,85.75,134.54,7.39,0.718,0.488,28.92191,69.52587,5.49,8.34,Healthy
AGRI-1279,Karnataka,D2,Soybean,Rabi,Black Soil,1276.41,31.79,87.8,29.2,37.78,33.34,147.8,6.69,0.71,0.512,26.18118,86.59863,4.48,7.1,Healthy
AGRI-1280,Maharashtra,D5,Wheat,Kharif,Loam,580.24,24.88,72.32,38.19,52.21,28.12,48.31,7.33,0.649,0.253,25.34361,75.92812,0.91,7.81,Healthy
AGRI-1281,Haryana,D5,Soybean,Kharif,Alluvial,429.77,23.55,66.38,25.35,94.75,20.33,96.01,5.28,0.494,0.46,10.08331,86.43228,7.65,5.25,Moderate
AGRI-1282,Rajasthan,D4,Wheat,Kharif,Clay,1123.61,37.93,87.01,18.64,54.7,85.68,109.17,7.98,0.803,0.511,8.51938,69.51466,6.44,7.35,Moderate
AGRI-1283,Punjab,D1,Soybean,Rabi,Sandy,792.78,33.02,59.36,27.95,107.18,66.95,93.06,5.19,0.616,0.38,22.2563,82.30486,1.62,6.13,Moderate
AGRI-1284,Punjab,D3,Sugarcane,Kharif,Silty,1362.04,30.89,67.96,17.97,34.35,69.33,80.77,5.52,0.873,0.302,28.71522,82.71377,7.86,11.62,Moderate
AGRI-1285,Rajasthan,D1,Soybean,Rabi,Loam,1065.28,25.11,61.2,47.35,103.9,49.95,46.88,7.02,0.754,0.471,22.0266,87.93822,6.03,7.91,Healthy
AGRI-1286,Tamil Nadu,D4,Maize,Kharif,Sandy,449.46,18.98,86.31,15.46,27.52,47.98,88.35,7.59,0.211,0.687,13.11764,83.37711,4.04,3.42,Poor
AGRI-1287,Haryana,D3,Soybean,Zaid,Sandy,1392.64,18.62,39.18,33.21,21.39,18.8,76.17,5.27,0.404,0.356,10.17248,75.65147,5.09,4.42,Poor
AGRI-1288,Tamil Nadu,D5,Soybean,Zaid,Alluvial,634.41,29.08,62.56,34.55,118.8,54.79,131.38,8.22,0.58,0.335,24.79031,79.14497,1.3,6.31,Moderate
AGRI-1289,Maharashtra,D4,Sugarcane,Zaid,Silty,720.93,33.24,72.78,31.37,83.95,29.75,126.9,8.41,0.685,0.379,25.32249,75.33102,4.7,9.91,Moderate
AGRI-1290,Punjab,D5,Cotton,Zaid,Sandy,792.49,28.75,78.55,35.84,58.7,88.17,38.76,7.12,0.565,0.146,12.14076,71.92037,1.05,5.44,Moderate
AGRI-1291,Punjab,D2,Sugarcane,Rabi,Alluvial,406.35,34.82,67.07,16.18,45.59,73.73,32.39,6.68,0.73,0.432,8.67657,72.97005,4.59,8.35,Moderate
AGRI-1292,Karnataka,D4,Maize,Kharif,Clay,896.17,18.67,84.99,31.98,87.86,43.04,147.14,7.59,0.378,0.297,17.7988,72.44021,4.65,6.93,Moderate
AGRI-1293,Maharashtra,D2,Cotton,Zaid,Alluvial,485.65,25.34,86.81,22.34,75.99,22.11,94.97,6.15,0.309,0.173,21.98525,78.97631,7.06,4.42,Moderate
AGRI-1294,Punjab,D4,Rice,Rabi,Clay,791.07,22.74,38.54,45.85,129.08,72.83,140.09,6.73,0.218,0.38,24.94406,86.12321,5.94,9.34,Moderate
AGRI-1295,Maharashtra,D4,Rice,Zaid,Clay,735.78,26.95,57.13,39.43,128.15,19.76,28.14,8.21,0.581,0.102,27.43868,86.25453,2.37,8.29,Healthy
AGRI-1296,Haryana,D2,Maize,Zaid,Sandy,1200.12,19.45,36.29,47.01,89.85,25.15,93.71,8.34,0.662,0.341,22.6529,69.09528,7.16,8.03,Moderate
